selection_class,level,profile,ep_mode,eds_premiere,eds_terminale,eds_non_poursuivie,eaf_due,math_ea_due,fr_pos_requis,fr_mai_requis,diagnostic_nexus_utile,same_session_basis,instruments,candidate_booklets,candidate_pdfs,coach_keys,estimated_total_duration_min,states_in_class,representative_state,archive,missing_pdfs,ready_to_send
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,non,oui,oui,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,13,762,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_basis-retake_after_failure_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,les_deux,non,non,non,non,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,7,10,647,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-les_deux_basis-retake_after_failure_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,non,non,non,oui,,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,8,8,537,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,non,non,oui,oui,,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,9,597,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,non,oui,non,oui,,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,10,592,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,non,oui,oui,oui,,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,652,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,oui,non,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,9,612,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,oui,non,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,10,672,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,oui,oui,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,667,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,oui,oui,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,12,727,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,oui,non,non,non,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,7,9,612,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,none,non,non,non,non,,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,6,8,537,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-none_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,oui,non,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,632,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,oui,non,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,12,692,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,oui,oui,non,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,13,687,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,oui,oui,oui,oui,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,12,14,747,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,oui,non,non,non,same_session_article3,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,8,11,632,1,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,non,non,non,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,10,557,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_basis-retake_after_failure,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,non,non,oui,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,617,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_basis-retake_after_failure_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,non,oui,non,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,12,612,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_basis-retake_after_failure_FR-POS,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,non,oui,oui,oui,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MET/standard PHI/standard QP/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf MAITRISE_DU_FRANCAIS.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,11,13,672,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_basis-retake_after_failure_FR-POS_FR-MAI,,,oui
P2|EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,Terminale,P2,fin_cycle,SES+HGGSP+HLP,SES+HLP,HGGSP,oral,non,non,non,non,retake_after_failure,EDS-HGGSP/N1 EDS-HLP/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard PHI/standard TC-EMC/ETENDUE TC-ES/ETENDUE TC-HG/ETENDUE,ENSEIGNEMENT_MORAL_ET_CIVIQUE_FIN_DE_CYCLE.pdf ENSEIGNEMENT_SCIENTIFIQUE_FIN_DE_CYCLE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE_FIN_DE_CYCLE.pdf PHILOSOPHIE.pdf SPECIALITE_HGGSP_NON_POURSUIVIE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,7,10,557,2,P2_fin_cycle_SES-HGGSP-HLP_tle-SES-HLP_EAF-oral_basis-retake_after_failure_sans-diag-utile,,,oui
