selection_class,level,profile,ep_mode,eds_premiere,eds_terminale,eds_non_poursuivie,eaf_due,math_ea_due,fr_pos_requis,fr_mai_requis,diagnostic_nexus_utile,same_session_basis,instruments,candidate_booklets,candidate_pdfs,coach_keys,estimated_total_duration_min,states_in_class,representative_state,archive,missing_pdfs,ready_to_send
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,ecrit,oui,non,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,9,582,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,ecrit,oui,non,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,10,642,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,ecrit,oui,oui,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,11,637,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,ecrit,oui,oui,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,11,12,697,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,ecrit,oui,non,non,non,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,7,9,582,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,les_deux,oui,non,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,10,612,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-les_deux_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,les_deux,oui,non,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,11,672,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,les_deux,oui,oui,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,12,667,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,les_deux,oui,oui,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,11,13,727,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-les_deux_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,les_deux,oui,non,non,non,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/standard FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,7,10,612,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-les_deux_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-NSI/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,none,oui,non,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,8,8,502,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-none_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,none,oui,non,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,9,562,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-none_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,none,oui,oui,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,10,557,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-none_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,none,oui,oui,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,11,617,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-none_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,none,oui,non,non,non,same_session_article3,EDS-NSI/NT EDS-SES/NT GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,6,8,502,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-none_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,oral,oui,non,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,10,522,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-oral_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,oral,oui,non,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,11,582,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-oral_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,oral,oui,oui,non,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,12,577,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-oral_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,oral,oui,oui,oui,oui,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,11,13,637,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-oral_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,NSI+SES,PC,oral,oui,non,non,non,same_session_article3,EDS-NSI/NT EDS-SES/NT FR-EAF/oral FR-EAF-ORAL/standard GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ORAL_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,7,10,522,4,P2_annuelle_PC-NSI-SES_tle-NSI-SES_EAF-oral_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
P2|EDS-PC/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,PC+SES,NSI,ecrit,oui,non,non,oui,same_session_article3,EDS-PC/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf SPECIALITE_SES.pdf,9,9,582,4,P2_annuelle_PC-NSI-SES_tle-PC-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3,,,oui
P2|EDS-PC/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,PC+SES,NSI,ecrit,oui,non,oui,oui,same_session_article3,EDS-PC/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf SPECIALITE_SES.pdf,10,10,642,4,P2_annuelle_PC-NSI-SES_tle-PC-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-MAI,,,oui
P2|EDS-PC/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,PC+SES,NSI,ecrit,oui,oui,non,oui,same_session_article3,EDS-PC/NT EDS-SES/NT FR-EAF/ecrit FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf SPECIALITE_SES.pdf,10,11,637,4,P2_annuelle_PC-NSI-SES_tle-PC-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-POS,,,oui
P2|EDS-PC/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,PC+SES,NSI,ecrit,oui,oui,oui,oui,same_session_article3,EDS-PC/NT EDS-SES/NT FR-EAF/ecrit FR-MAI/standard FR-POS/standard FR-POS-ORAL/standard GO/standard MATH-EA/SPECIFIQUES MET/standard PHI/standard QP/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MAITRISE_DU_FRANCAIS.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf SPECIALITE_SES.pdf,11,12,697,4,P2_annuelle_PC-NSI-SES_tle-PC-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_FR-POS_FR-MAI,,,oui
P2|EDS-PC/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,Terminale,P2,annuelle,PC+NSI+SES,PC+SES,NSI,ecrit,oui,non,non,non,same_session_article3,EDS-PC/NT EDS-SES/NT FR-EAF/ecrit GO/standard MATH-EA/SPECIFIQUES PHI/standard TC-EMC/TLE TC-ES/TLE TC-HG/TLE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_SEUL.pdf GRAND_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf PHILOSOPHIE.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf SPECIALITE_SES.pdf,7,9,582,4,P2_annuelle_PC-NSI-SES_tle-PC-SES_EAF-ecrit_MATH-EA-due_basis-same_session_article3_sans-diag-utile,,,oui
